titulo,sinopse,direcao,ano,duracao,uf,link_filme,link_base,codigo,obs,fonte,cartaz,raspagem
Serra Pelada – Esperança Não é Sonho ,"O documentário aborda a expectativa de reabertura do garimpo de Serra Pelada pelos 7 mil remanescentes da população garimpeira que, vivendo em condições muito precárias, chegaram a se voltar contra a própria Vila, escavando o cemitério em busca de ouro. Considerado o maior garimpo a céu aberto do mundo na década de 1980, Serra Pelada chegou a extrair, em seu auge, uma tonelada de ouro por mês, chegando a mobilizar o trabalho de 80 mil homens. Vinte anos depois, a vila de Serra Pelada não tem mais histórias de riqueza para contar. E como num jogo de azar, poucos ficaram ricos.",Priscilla Brasil,2007,52,Pará,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/1954,1954,,Livro DocTV: Operação de R,,29/08/2023 12:20:58
Seu Alves,"Seu Alves é um dos inúmeros personagens que vivem ou trabalham pelas ruas da cidade de Fortaleza. Com irreverência, transforma sua vida num ícone importante do local, no qual tira seu sustento.",Ythallo Rodrigues,2007,15,Ceará,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2449,2449,,Catálogo online ForumDoc BH_2007,,29/08/2023 12:20:58
Simonal - Ninguém Sabe o Duro Que Dei,"História da ascensão e queda de Wilson Simonal (1939-2000), cantor que conseguiu status de estrela numa época em que no Brasil isso era raridade para artistas negros. De origem humilde, ele ganhou destaque na televisão nos anos 60, rivalizando com o domínio de Roberto Carlos e outros ídolos da Jovem Guarda. No auge da fama, dividiu o palco com a cantora Sarah Vaughn, em visita ao Brasil. Acompanhou a seleção brasileira ao México na conquista do tricampeonato, em 1970, e até arriscou a reflexão política sobre a negritude, na canção “Tributo a Martin Luther King”, composta em parceria com Ronaldo Bôscoli. Um incidente nunca esclarecido, envolvendo agentes do DOPS e um ex-empregado seu, lançaram sobre ele um processo criminal e a suspeita de que fosse delator para as forças de repressão.",Calvito Leal,2007,84,Rio de Janeiro,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/496,496,,Catálogo do Festival Internacional de Documentários É Tudo Ver,,29/08/2023 12:20:59
Sobre Asas e Raízes,"A trajetória de dois sujeitos pertencentes a segmentos sociais distintos (Caio Jr. e Cido) expõe as contradições comuns das metrópoles brasileiras. Pela justiça do acaso ou não, o destino os aproximou, e o encontro das personagens demonstra, mais que uma confrontação dessas realidades, um importante choque de idéias. A despeito de seu ethos dramático, o filme é apresentado através de uma estética satírica, assim foge um pouco das abordagens mais recorrentes.",Marco Lourenço,2007,17,São Paulo,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/1513,1513,,Site Curtagora (curtagora.com),,29/08/2023 12:20:59
Solitário Anônimo,"Um homem de 78 anos é encontrado na rua, sem documentos. Ele quer morrer. Há 58 dias não se alimenta, num plano cuidadosamente elaborado para controlar a própria morte. Uma ordem judicial para que seja internado e alimentado num hospital, mesmo que à força, põe em xeque sua decisão e abre uma discussão sobre livre arbítrio.",Débora Diniz,2007,18,Distrito Federal,http://vimeo.com/6132056,http://documentariobrasileiro.com.br/catalogo/filme/codigo/590,590,,Catálogo do Festival Internacional de Documentários É Tudo Ver,,29/08/2023 12:21:00
Tapete vermelho,"Uma instalação leva um gigantesco tapete vermelho para as areias da Praia de Ipanema, Rio de Janeiro. O curta acompanha a interação do publico durante o evento.",Vicente Duque Estrada,2007,6,,https://www.youtube.com/watch?v=RcvJc1Si7x8,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2534,2534,,Curta Doc - uma janela para o documentário latino-americano (http://curtadoc.tv/),,29/08/2023 12:21:00
Tarabatara,"Por que é que eu nunca morei definitivamente em um setor só? Porque eu me sinto mal. Me sinto mal com o ar de um lugar só. Tarabatara é um chamado ao cotidiano e aos encantos de uma família cigana do sertão de Alagoas. O documentário apreende momentos de um período de pausa no nomadismo desses ciganos. Na figura do mais velho e suas memórias, nas mulheres e crianças do grupo, com suas falas e gestos, com seus olhares e afazeres.",Júlia Zákia,2007,23,São Paulo,http://vimeo.com/52733077,http://documentariobrasileiro.com.br/catalogo/filme/codigo/1230,1230,,Site Porta Curtas (portacurtas.org.br),,29/08/2023 12:21:00
Terminal Pirituba,"A pedido de uma professora, três alunos de Pirituba saem em busca da história da região. Os jovens passam a freqüentar bibliotecas, lêem livros, visitam acervos de fotos e documentos. Entretanto, é no contato com seus familiares e vizinhos que percebem que eles próprios fazem parte desta história.",Eduardo Kishimoto,2007,26,São Paulo,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/691,691,,Site Curtagora (curtagora.com),,29/08/2023 12:21:00
Tibira é Gay,"No coração da Floresta Amazônica, quatro descendentes de índios assumem sua homossexualidade e contam suas histórias.",Emílio Gallo,2007,10,Rio de Janeiro,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/746,746,,3ª Mostra Cinema e Direitos Humanos na América do Sul,,29/08/2023 12:21:01
Touro Moreno,"Biografia sobre a vida do lendário Touro Moreno, lutador veterano e boêmio, personagem marcante na vida capixaba, notabilizado tanto como esportista, quanto na “crônica de costumes” da capital do Espírito Santo entre as décadas de 1960 e 1980. Dono de uma invejável tenacidade aos 68 anos, Touro continua na ativa, lutando para se manter em forma e aceitar novos desafios, mesmo contra lutadores até 30 anos mais jovens, e para dar aos seus filhos condições de evoluírem na carreira de pugilista. “Touro Moreno” evoca duas lutas históricas: contra Valdemar Santana, batizada de “O Empate Sangrento”, por meio de imagens de arquivo, e contra Rei Zulu, lutador de vale-tudo, com a recriação de situações a partir de encontro promovido pelo documentário.",Juliano Enrico,2007,52,írito San,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/1235,1235,,Livro DocTV: Operação de R,,29/08/2023 12:21:01
Um Corpo Subterrâneo ,"Road movie entre o extremo norte e o extremo sul do Piauí, “Um Corpo Subterrâneo” promove uma viagem em busca da memória do homem piauiense, agenciada pelo diálogo poético pontuado por nascimento e morte. A espinha dorsal do documentário é uma viagem ao extremo norte ao extremo sul do Piauí, tendo como ponto de partida a vila de pescadores Barrinha e o de chegada, a cidade de Gilbués. Os cemitérios das cidades de Piripiri, Teresina, Amarante, Oeiras e São Raimundo Nonato são os espaços onde o documentário busca personagens que contarão histórias de vida de seus parentes ali enterrados.",Douglas Machado,2007,52,Piauí,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/637,637,,Livro DocTV: Operação de R,,29/08/2023 12:21:01
Um Olhar Para a Escuridão,Cinco personagens cegos descrevem suas histórias para o telespectador.,Cristiane Lemos,2007,52,Paraná,https://youtu.be/zySYNJ3u-_w,http://documentariobrasileiro.com.br/catalogo/filme/codigo/4964,4964,O filme está no catálogo da CineBrasilTv http://www.cinebrasil.tv/index.php/info-programa/?url=7573,Cristiane Santos de Lem,,29/08/2023 12:21:02
Um tango pra derrubar o poder,"Esse vídeo foi feito com imagens filmadas com câmeras de baixa resolução e tem como fundo a música States of Abuse, do coletivo La Plataforma. As imagens tentam mostrar situações de abuso de poder em contraposição aos locais da cidade onde o poder público se ausenta.",Wille Marcel,2007,3,Sergi,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2432,2432,,Site Curtagora (curtagora.com),,29/08/2023 12:21:02
"Uma Cruz, uma História e uma Estrada","Road movie que parte da cidade de Recife, e percorre mais de 3.500 km pela Zona da Mata, Agreste e os sertões dos vales do Moxotó, Pajeú e Cariris, e adota como procedimento o registro de histórias de vida e morte, a partir da identificação das Cruzes que são erguidas à beira das estradas e caminhos. Histórias de vida de anônimos e de famosos com um único destino trágico: o de tombarem sem vida à margem de uma estrada, asfaltada ou de chão batido, na grande metrópole ou nos mais longínquos sertões. O documentário fala do efêmero e do eterno; do humano e do Divino; do agora e do depois.",Wilson Freire,2007,52,Pernambuc,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2439,2439,,Livro DocTV: Operação de R,,29/08/2023 12:21:02
Uma Encruzilhada Aprazível ,"No sertão do norte do Ceará, um movimentado entroncamento rodoviário é observado por moradores que, alheios a ele, levam uma vida lenta e artesanal. O contraste entre quem passa e quem mora é o mote de “Uma Encruzilhada Aprazível”. Uma sorte de road movie em que a estrada é mais sugerida do que explicitada. Apreender o destino deste local de passagem é uma das tarefas do documentário, que apresenta os modos de vida presentes no entroncamento rodoviário, e em seu entorno, como uma alegoria da cultura do Estado.",Ruy Vasconcelos,2007,52,Ceará,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2139,2139,,Livro DocTV: Operação de R,,29/08/2023 12:21:03
Vidas no Lixo,"O filme mostra crianças e adolescentes que vivem do lixo. Enquanto reviram sacos de lixo pelas ruas e recolhem materiais úteis para vender a empresas de reciclagem, crianças – que se alimentam deste mesmo lixo – falam sobre suas vidas, suas famílias, seus sonhos e desejos de estudar, mas logo sua avassaladora realidade se impõe, com a gravidez inesperada de uma menina de 14 anos.",Alexandre Stockler,2007,13,São Paulo,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/83,83,,3ª Mostra Cinema e Direitos Humanos na América do Sul,,29/08/2023 12:21:04
Yvy Katu - Terra Sagrada,"Relato da luta dos índios Kaiowá Guarani pela demarcação de seu território em Ivy Katu (MS), lugar que registra uma história pontuada de tragédias e conflitos contra colonizadores, jesuítas, bandeirantes e pistoleiros.",Eduardo Duwe,2007,20,São Paulo,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/674,674,,Catálogo do Festival Internacional de Documentários É Tudo Ver,,29/08/2023 12:21:04
Zumbi Somos Nós,"Manifesto sonoro e visual que traz as novas sonoridades e imagens urbanas e seu elo indivisível com o legado afro-brasileiro. Espécie de bricolagem que une os tambores ancestrais, os ritmos contemporâneos e as novas simbologias visuais. “Zumbi Somos Nós” propõe uma reflexão sobre questões raciais na sociedade brasileira contemporânea e a criação de estratégias artísticas para responder a estas questões, inscrevendo na vida cotidiana novas formas de olhar, pensar e agir. O documentário é um desdobramento da linguagem da Frente 3 de Fevereiro, grupo que aborda o racismo na sociedade através de intervenções artísticas, e cria um diálogo afinado entre imagem e som, norteando por narradores-personagens-mc’s.",Frente 3 de Fevereiro,2007,52,São Paulo,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/875,875,,Livro DocTV: Operação de R,,29/08/2023 12:21:04
A Arquitetura do Corpo,"A câmera procura o foco da árdua beleza, do esforço e da dor que percorrem os corpos de jovens bailarinos em sala de aula. A tensão é visível nesta preparação para a disputa num processo de seleção de uma companhia de dança de um projeto social em  Minas Gerais. A trilha sonora é da dupla mineira O Grivo.",Marcos Pimentel,2008,21,Minas Gerai,http://vimeo.com/68451975,http://documentariobrasileiro.com.br/catalogo/filme/codigo/1522,1522,,Catálogo do Festival Internacional de Documentários É Tudo Ver,,29/08/2023 12:21:05
A saga das candangas invisíveis,"O filme enfoca um segmento de mulheres à margem da história oficial: as prostitutas que chegaram a Brasília ainda na época da construção da cidade, no final dos anos 50, guiadas pelo sonho de um Brasil novo. Expectativas, dificuldades, frustrações e a vida cotidiana das primeiras meretrizes da capital do Brasil.",Denise Caputo ,2008,15,Distrito Federal,http://www.youtube.com/watch?v=DTy3t69E3Pg,http://documentariobrasileiro.com.br/catalogo/filme/codigo/601,601,,Site Festival de Brasília (festbrasilia.com.br),,29/08/2023 12:21:05
Acácio,"Depois de trinta anos vivendo em Angola, o etnólogo português Acácio Videira, acompanhado por sua esposa, Maria da Conceição, muda-se para o Brasil, trazendo na bagagem um extenso registro material da vida dos povos angolanos e dos colonos portugueses. Entrelaçando lembranças, imagens e relatos pessoais, o filme empreende uma jornada afetiva ao passado do casal, ao mesmo tempo em que reconstitui os laços históricos e políticos dos três países em que viveram.",Marília Rocha,2008,88,Minas Gerai,http://vimeo.com/9025252,http://documentariobrasileiro.com.br/catalogo/filme/codigo/1592,1592,,Site Teia (teia.art.br),,29/08/2023 12:21:05
"Alô, Alô Terezinha","""O maior fenômeno de comunicação do país, politicamente incorreto, radical, renovador, Abelardo Barbosa, o Chacrinha (1917-1988), mudou para sempre a televisão brasileira e expressou um Brasil despercebido em torno dela. Sua trajetória é contada pela óptica do próprio apresentador e pelos depoimentos de chacretes, calouros e artistas qua passaram pelos programas."" (MSP/33)",Nelson Hoineff,2008,95,Rio de Janeiro,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/4028,4028,,Cinemateca Brasileira (http://cinemateca.gov.br),,29/08/2023 12:21:06
Amapô,"Este curta faz parte do projeto Marco Universal. Através de uma história de vida o filme trata de questões relacionadas aos direitos humanos, como o direito à diferença. A vida da personagem é apresentada a partir de outros, a alteridade como lógica. Os espectadores completam os sentidos e aos poucos percebem que se trata de um homossexual que, ainda na adolescência, virou travesti. ""Amapoa"" é um termo que vem do Iorubá e transformou-se em uma gíria de travestis para falar de mulher. O filme traz um desfecho brutal, revelando que o personagem sofreu uma forte violência. Homofobia. A abordagem leva à identificação com a personagem e permite reflexões sobre a intolerância da sociedade atual.",Cláudia Priscilla,2008,12,,https://www.youtube.com/watch?v=6lMYd4bZ048,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2966,2966,,lmow (http://filmow.com/),,29/08/2023 12:21:06
Aquífero Guarani. gigante desconhecido,"Documentário sobre o Aquífero Guarani, maior reservatório de água doce subterrânea do mundo, tem na serra catarinense a sua zona de recarga.",Marcia Paraiso,2008,18,Santa Catarin,https://vimeo.com/83763069 senha: aquifero321,http://documentariobrasileiro.com.br/catalogo/filme/codigo/4159,4159,,rnanda Teodoro V,,29/08/2023 12:21:06
À Margem do Lixo,Documentário que focaliza a rotina de vida dos catadores de papel e materiais recicláveis na cidade de São Paulo. Trata-se da terceira parte de uma tetralogia iniciada com À Margem da Imagem e À Margem do Concreto.,Evaldo Mocarzel,2008,84,São Paulo,https://www.youtube.com/watch?v=skhRBIMDEbQ,http://documentariobrasileiro.com.br/catalogo/filme/codigo/775,775,,4ª Mostra Cinema e Direitos Humanos na América do Sul,https://admin.documentariobrasileiro.com.br/app/resources/cartazes/775.jpg,29/08/2023 12:21:07
"Batatinha, Poeta do Samba","Um dos mais importantes sambistas do Brasil, o baiano Oscar da Penha, o Batatinha (1924 -1997), é visto aqui sob a perspectiva de seus nove filhos. São eles que vão atrás das memórias do pai, investigam a sua vida, história e obra e se encontram com familiares, amigos e músicos. Seus filhos, ao reunir os fragmentos que revelam a história do pai, acabam conhecendo mais sobre ele, estabelecendo também elos fraternais importantes entre a própria família.",Marcelo Rabelo,2008,62,,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/4757,4757,,Catálogo do Festival ForumDoc BH 2009: http://www.forumdoc.org.br/forumdoc2009/?page_id=581,https://admin.documentariobrasileiro.com.br/app/resources/cartazes/4757.jpg,29/08/2023 12:21:07
Belarmino & Gabriela,"Documentário ficção musical sobre a vida e a obra de Salvador Graciano e Julia Alves, casal que formou a dupla caipira mais conhecida, mais importante, mais bem humorada, mais amada da história da musica do Paraná, Nhô Belarmino e Nhá Gabriela. O casal se conheceu no início dos anos 40 na rádio Guairacá, onde Belarmino tocava e cantava, era um excelente músico e já fazia dupla com sua irmã Pascoalina. Depois de casados, por um desses acasos fortuitos, Julia Alves virou Gabriela. A dupla Belarmino e Gabriela fez sucesso estrondoso nos anos 50, 60, 70, principalmente no Paraná, Santa Catarina e Rio Grande do Sul. Gravaram 17 discos de 78 RPM e 11 Lp´s. Eram conhecidos como “os salva circo”, porque sempre que um circo estava com problemas de sobrevivência chamavam a dupla Belarmino & Gabriela que lotavam o circo por vários dias. A narrativa ficcional do filme se dá através da apresentação de um show, no circo iniciando pela montagem do espetáculo no circo mambembe, mesclando depoimentos com show, com o humor e a música de Salvador Graciano e no papel de Belarmino e Gabriela os amigos que trabalhavam com a dupla, o grupo Viola Quebrada, um dos grupos mais importantes do Brasil hoje e a família Graciano principalmente os filhos da dupla, excelentes músicos, Ivan e Rui Graciano entre outros.",Geraldo Pioli ,2008,85,Paraná,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/4277,4277,Roteiro – Geraldo Pioli / Altenir Silva Direção – Geraldo Pioli Dir. fotog.– Gustavo Portescâmera 2 – Adalgisa Lacerda (Dal) Câmera 3 – Mauro Brainta Câmera 4 – Túlio ViaroCâmera 5 – Euclides Fantin Som Direto – Roberto C. de Oliveira (Tinho) Mixagem de CD Som – Bruno E. Hack Edição – Gustavo Portes e Adalgisa Lacerda (Dal) Produtora Executiva – Carla C de Castro Pioli Dir. de Arte – João Mário Sant’ana (JotaEme),Carla Piol,https://admin.documentariobrasileiro.com.br/app/resources/cartazes/4277.jpg,29/08/2023 12:21:08
"Bode rei, cabra rainha","No Nordeste semi-árido, na região da Caatinga, no sertão, enfim, é costume dizer-se que não é o homem quem cria o bode, mas o bode quem cria o homem. Diz-se também que do bode se aproveita até o berro. Assim é de fato. E é por isso que, neste documentário, os personagens principais são esses animais: o bode e a cabra. Muitas vezes tratados pelo sertanejo como seres quase humanos, companheiros de infortúnios e jornadas, eles carregam muita história. Isso todo mundo sabe. O que quase ninguém sabe, no entanto, é que sem bodes e cabras o semi-árido nordestino já teria se transformado num deserto de gente e de vida.",Helena Tassara,2008,50,,"http://www2.camara.leg.br/camaranoticias/tv/materias/OLHARES/440367-BODE-REI,-CABRA-RAINHA.ht",http://documentariobrasileiro.com.br/catalogo/filme/codigo/971,971,,Site Super Filmes (superfilmes.com.br),,29/08/2023 12:21:08
Caiçara,"Documentário musical que busca revelar o significado do fandango na vida do caiçara. Concebido a partir do registro do II Encontro de Fandango e Cultura Caiçara, realizado em Guaraqueçaba – PR, em julho de 2008.",Geraldo Pioli ,2008,50,Paraná,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/4276,4276,Direção/ roteiro/ edição: GERALDO PIOLI Fotografia/ câmeras edição: Rafael Lopes e Nivaldo Lopes Produção: CARLA PIOLI/ DANIELLE GRAMANI/ EDUARDO SCHOTTEN Edição: Rafael Lopes Realização: PIOLI PRODUCOES,Carla Piol,https://admin.documentariobrasileiro.com.br/app/resources/cartazes/4276.jpg,29/08/2023 12:21:08
Canoa de um pau roxo,"Em uma aldeia às margens do rio Munin, no Maranhão, as mãos habilidosas de um artesão transformam o tronco de uma árvore em uma canoa rústica que trará o transporte e sustento para sua família. Um ritual repetido através de várias gerações, que questiona a fronteira entre o culto e o popular, o moderno e o tradicional: se trata de uma arte ou de um simples trabalho de artesanato? ",Alberto Greciano ,2008,10,Maranhã,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/4738,4738,,Catálogo do Festival ForumDoc BH 2008: http://www.forumdoc.org.br/2008/catalogo-2008.pdf,,29/08/2023 12:21:08
Casca do chão,"O documentário Caxixó Casca do Chão foi produzido nas Oficinas de Cinema Documentário do Curso de Formação Intercultural de Educadores Indígenas da UFMG. Os alunos que cursam estas oficinas aprendem os princípios básicos de captação de imagens, construção de narrativa e edição. Jaciara e Glaysson Caxixó, neste que é o primeiro filme produzido durante o curso, acompanharam alguns dias da vida do cacique Djalma Caxixó, que mostrou lugares e fragmentos de seus ancestrais, chamados por ele de “povo da morada do chão”. Nas andanças promovidas pelo ancião, os dois jovens cineastas também aprenderam o verdadeiro significado do “encantamento”, que ao contrário da “filmação”, só é captado na escuridão da Lapa, sob o domínio de Jaci, o deus dos Caxixó.",Glaysson Caxixó,2008,48,Minas Gerai,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/1067,1067,,Site Forumdoc BH (forumdoc.org.br),,29/08/2023 12:21:09
Chapa,"Tatiana Toffoli segue dois “chapas”, embora não justifique dramática ou narrativamente por que os escolheu. Documentário observacional, Chapa aposta sobretudo no relacionamentos que as personagens estabelecem dentro das boléias dos caminhões, com especial atenção para os diálogos que travam.",Tatiana Toffoli,2008,18,,http://vimeo.com/73830441,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2267,2267,,Site Femina (feminafest.com.br),,29/08/2023 12:21:09
Cildo,"A vida, a obra e as idéias de Cildo Meirelles passam para a tela através das próprias palavras deste que é um dos principais artistas plásticos brasileiros, vencedor do Prêmio Velázquez em 2008. Com extrema clareza, Cildo percorre temas tão sofisticados e complexos quanto suas instalações, discorrendo sobre arte conceitual, as diferenças entre perecibilidade e descartabilidade e o melhor lugar de uma obra de arte no momento em que se preparava uma exposição de 80 trabalhos no museu londrino Tate Modern, mantida entre outubro de 2008 e janeiro de 2009.",Gustavo Rosa de Moura,2008,84,Rio de Janeiro,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/945,945,,Catálogo do Festival Internacional de Documentários É Tudo Ver,,29/08/2023 12:21:09
"Cocais, a cidade reinventada","Documentário poético realizado com pacientes e funcionários de uma cidade-manicômio no interior de São Paulo. Esta é a história de uma cidade que se reinventou atráves de um filme, ou a história de um filme que foi inventado por uma cidade.",Inês Cardoso,2008,15,São Paulo,http://vimeo.com/10090201,http://documentariobrasileiro.com.br/catalogo/filme/codigo/1012,1012,,Site Porta Curtas (portacurtas.org.br),,29/08/2023 12:21:10
Contratempo,"No Rio de Janeiro, jovens de comunidades pobres tentam encontrar alternativas para o impasse social brasileiro. Alguns são selecionados para integrar um projeto social ligado à música, mas as transformações nem sempre acontecem.",Malu Mader,2008,91,Rio de Janeiro,https://www.youtube.com/watch?v=pqgw7tFBwFQ (trailer),http://documentariobrasileiro.com.br/catalogo/filme/codigo/2803,2803,,Site Filmes Brasileiros (http://www.filmesbrasileiros.net/),,29/08/2023 12:21:10
Coração vagabundo,"Penetra-se na intimidade de Caetano Veloso, acompanhando-o em duas turnês, nos EUA e no Japão. Diante da câmera, ele se prepara nos bastidores e confessa alguns momentos de insegurança – como quando lamenta supostas falhas no seu inglês numa entrevista no rádio. Andando pelas ruas de Nova York e Osaka, ele dispara comentários sobre sua formação, polemiza à distância com Hermeto Paschoal e encontra fãs estrangeiros capazes de cantarolar suas músicas. São ouvidos sobre ele amigos e admiradores como Pedro Almodóvar, que o escalou para uma cena de seu filme “Fale com Ela”, David Byrne e Michelangelo Antonioni – que recebeu do compositor uma música em sua homenagem, antes de morrer, em julho de 2007.",Fernando Grostein Andrade,2008,60,São Paulo,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/829,829,,Catálogo do Festival Internacional de Documentários É Tudo Ver,,29/08/2023 12:21:11
"Corpo de Bollywood, o povo quer cinema","Corpo de Bollywood mostra como Cinema na Índia é a principal forma de entreterimento, Bollywood é o centro dessa cultura cinematográfica e desse empreendimento, é também um dos canais mais importantes de comunicação, mas sobretudo o elo comum de um povo bastante diversificado . Cinema, casa dos prazeres máxima da cultura indiana, mostra seu corpo, sua estrutura quando objeto do documentário.",Raquel Valadares,2008,28,Rio de Janeiro,http://portacurtas.org.br/filme/?name=corpo_de_bollywood_o_povo_quer_cinema,http://documentariobrasileiro.com.br/catalogo/filme/codigo/1972,1972,,Site Porta Curtas (portacurtas.org.br),,29/08/2023 12:21:11
Damas,"O filme mostra a luta a favor da valorização da black music em Belo Horizonte, além da paixão pelo ritmo e a preocupação em não deixar que as gerações futuras se esqueçam dos valores que marcaram as décadas passadas. Documentário ""Damas"" foi realizado pelos alunos da Escola Livre de Cinema durante o 2º Semestre de 2008.",Luísa Moraes,2008,14,Minas Gerai,http://vimeo.com/4014880,http://documentariobrasileiro.com.br/catalogo/filme/codigo/1409,1409,,Site Vimeo (vimeo.com),,29/08/2023 12:21:11
De volta à terra boa,"Homens e mulheres Panará narram a trajetória de desterro e reencontro de seu povo com seu território original, desde o primeiro contato com o homem branco, em 1973, passando pelo exílio no Parque do Xingu, até a luta e reconquista da posse de suas terras.",Mari Corrêa,2008,21,Mato G,http://www.youtube.com/watch?v=LYZyFBs45G8#t=120,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2384,2384,,Site Vídeo nas Aldeias (videonasaldeias.org.br),,29/08/2023 12:21:12
Devoção,"Veneração. Ritual. Culto. Crença. Tantas palavras e uma única história, que nos leva de volta à época em que africanos eram trazidos para o Brasil como escravos. Devoção traz à tona o debate sobre a religiosidade brasileira, com todas as suas misturas, peculiaridades, dramas e um algo a mais, talvez longe da razão, e que só se explique pela fé. O filme acompanha as celebrações católicas da festa de Santo Antônio e do Orixá Ogum, pontuando essas imagens com depoimentos de padres, pais-de-santo, devotos e codPesquisadores, e aponta o grande mito religioso do Brasil: o sincretismo.",Sérgio Sanz,2008,85,Rio de Janeiro,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2184,2184,,4ª Mostra Cinema e Direitos Humanos na América do Sul,,29/08/2023 12:21:12
"Dia sim, dia não","Videomaker decide saltar do ônibus em que estava, na zona sul do Rio de Janeiro, para uma entrevista, quando avista um homem que, atrapalhando o trânsito e correndo perigo, empurra um carrinho feito de casco de geladeira, em plena Avenida Niemeyer.",Eveline Costa,2008,9,Rio de Janeiro,http://www.youtube.com/watch?v=mu2Hg0MP8Ig,http://documentariobrasileiro.com.br/catalogo/filme/codigo/780,780,,Site Porta Curtas (portacurtas.org.br),,29/08/2023 12:21:13
Dossiê Rê Bordosa,"Documentário em animação stop-motion investiga as razões por trás da decisão do cartunista Angeli de matar uma de suas mais famosas criações, a diva underground Rê Bordosa.",César Cabral,2008,16,São Paulo,http://vimeo.com/7296571,http://documentariobrasileiro.com.br/catalogo/filme/codigo/454,454,,Catálogo do Festival Internacional de Documentários É Tudo Ver,,29/08/2023 12:21:13
Dreznica,Dreznica é o lugar onde a neve encontra o mar. Um filme construído com arquivos de Super 8. Uma lírica jornada através das imagens e sensações reveladas pela memória e pelos sonhos de pessoas que não enxergam.,Anna Azevedo,2008,14,Rio de Janeiro,http://vimeo.com/20659463,http://documentariobrasileiro.com.br/catalogo/filme/codigo/225,225,,Site Porta Curtas (portacurtas.org.br),,29/08/2023 12:21:13
"Duas aldeias,uma caminhada (Mokoitekoá,petei jeguatá)","Sem matas para caçar e sem terras para plantar, os Mbya-Guarani dependem da venda do seu artesanato para sobreviver. Três jovens realizadores Guarani acompanham o dia-a-dia de duas comunidades unidas pela mesma história, do primeiro contato com os europeus até o intenso convívio com os brancos de hoje.",Ariel Ortega,2008,63,,http://www.youtube.com/watch?v=RHObX0JQ4Fc,http://documentariobrasileiro.com.br/catalogo/filme/codigo/265,265,,Site Vídeo nas Aldeias (videonasaldeias.org.br),,29/08/2023 12:21:14
Ensaio do Adeus,"A morte é o cessar da vida, seja ela física, moral ou intelectual. Este documentário trás diversas opiniões de religiosos, médicos, cientistas e pessoas entrevistadas nas ruas de Curitiba sobre um tema que encontrei dificuldade em conversar abertamente, por isso dediquei esforços e bastante tempo para obter este resultado que agora entrego para todos assistirem. Espero contribuir, de certa forma, na vida de quem por ventura assistir.",Cristiane Lemos,2008,52,Paraná,https://youtu.be/LsaOKa5gFA,http://documentariobrasileiro.com.br/catalogo/filme/codigo/4965,4965,,Cristiane Lem,,29/08/2023 12:21:14
Esse Homem Vai Morrer: Um Faroeste Caboclo,"Documentário investigativo que pretende revelar como um sonho, que atraiu uma quantidade de brasileiros até o município de Rio Maria, no sul do Pará, se tornou a história de uma sentença: 14 pessoas marcadas para morrer.",Emílio Gallo,2008,75,Rio de Janeiro,http://www.youtube.com/watch?v=3PRyOo6fohI,http://documentariobrasileiro.com.br/catalogo/filme/codigo/747,747,,4ª Mostra Cinema e Direitos Humanos na América do Sul,,29/08/2023 12:21:14
Estrada real da cachaça,"A cachaça é produzida em todo o território brasileiro, mas Minas Gerais é o estado mais conhecido por sua qualidade. O motivo está relacionado à corrida pelo ouro, no século XVIII, que fez com que colonizadores portugueses e brasileiros fossem para o interior do país acompanhados da bebida.",Pedro Urano,2008,98,Minas Gerai,http://www.youtube.com/watch?v=O0tNDpgfFbQ,http://documentariobrasileiro.com.br/catalogo/filme/codigo/1930,1930,,Site Adoro Cinema (adorocinema.com),https://admin.documentariobrasileiro.com.br/app/resources/cartazes/1930.jpg,29/08/2023 12:21:15
